,Coordinates1,Coordinates3,Lunar_Day,Crime_Count
29608,9,14108,6.0,1
29609,9,14109,6.0,1
29610,9,14150,6.0,1
29611,9,14160,6.0,1
29612,9,14163,6.0,1
29613,9,14164,6.0,1
29614,9,14166,6.0,1
29615,9,14169,6.0,1
29616,9,14170,6.0,1
29617,9,14171,6.0,1
29618,9,14176,6.0,1
29619,9,14180,6.0,1
29620,9,14184,6.0,1
29621,9,14189,6.0,1
29622,9,14190,6.0,1
29623,9,14204,6.0,1
29624,9,14205,6.0,1
29625,9,14207,6.0,1
29626,9,14208,6.0,1
29627,9,14212,6.0,1
29628,9,14216,6.0,1
29629,9,14217,6.0,1
29630,9,14256,6.0,1
29631,9,14262,6.0,1
29632,9,14267,6.0,1
29633,9,14268,6.0,1
29634,9,14272,6.0,1
29635,9,14276,6.0,1
29636,9,14278,6.0,1
29637,9,14282,6.0,1
29638,9,14285,6.0,1
29639,9,14286,6.0,1
29640,9,14293,6.0,1
29641,9,14305,6.0,1
29642,9,14310,6.0,1
29643,9,14311,6.0,1
29644,9,14346,6.0,1
29645,9,14347,6.0,1
29646,9,14350,6.0,1
29647,9,14354,6.0,1
29648,9,14363,6.0,1
29649,9,14369,6.0,1
29650,9,14372,6.0,1
29651,9,14384,6.0,1
29652,9,14400,6.0,1
29653,9,14433,6.0,1
29654,9,14437,6.0,1
29655,9,14447,6.0,1
29656,9,14453,6.0,1
29657,9,14454,6.0,1
29658,9,14461,6.0,1
29659,9,14465,6.0,1
29660,9,14473,6.0,1
29661,9,14478,6.0,1
29662,9,14481,6.0,1
29663,9,14492,6.0,1
29664,9,14527,6.0,1
29665,9,14529,6.0,1
29666,9,14534,6.0,1
29667,9,14536,6.0,1
29668,9,14560,6.0,1
29669,9,14566,6.0,1
29670,9,14571,6.0,1
29671,9,14572,6.0,1
29672,9,14573,6.0,1
29673,9,14579,6.0,1
29674,9,14581,6.0,1
29675,9,14582,6.0,1
29676,9,14587,6.0,1
29677,9,14591,6.0,1
29678,9,14624,6.0,1
29679,9,14647,6.0,1
29680,9,14651,6.0,1
29681,9,14655,6.0,1
29682,9,14657,6.0,1
29683,9,14663,6.0,1
29684,9,14664,6.0,1
29685,9,14681,6.0,1
29686,9,14683,6.0,1
29687,9,14710,6.0,1
29688,9,14719,6.0,1
29689,9,14720,6.0,1
29690,9,14722,6.0,1
29691,9,14723,6.0,1
29692,9,14730,6.0,1
29693,9,14731,6.0,1
29694,9,14747,6.0,1
29695,9,14756,6.0,1
29696,9,14759,6.0,1
29697,9,14766,6.0,1
29698,9,14796,6.0,1
29699,9,14798,6.0,1
29700,9,14809,6.0,1
29701,9,14811,6.0,1
29702,9,14812,6.0,1
29703,9,14813,6.0,1
29704,9,14815,6.0,1
29705,9,14819,6.0,1
29706,9,14822,6.0,1
29707,9,14823,6.0,1
29708,9,14830,6.0,1
29709,9,14834,6.0,1
29710,9,14851,6.0,1
29711,9,14876,6.0,1
29712,9,14878,6.0,1
29713,9,14883,6.0,1
29714,9,14889,6.0,1
29715,9,14899,6.0,1
29716,9,14900,6.0,1
29717,9,14904,6.0,1
29718,9,14913,6.0,1
29719,9,14918,6.0,1
29720,9,14923,6.0,1
29721,9,14925,6.0,1
29722,9,14938,6.0,1
29723,9,14939,6.0,1
29724,9,14970,6.0,1
29725,9,14974,6.0,1
29726,9,14977,6.0,1
29727,9,14989,6.0,1
29728,9,14992,6.0,1
29729,9,14994,6.0,1
29730,9,14995,6.0,1
29731,9,15000,6.0,1
29732,9,15004,6.0,1
29733,9,15008,6.0,1
29734,9,15009,6.0,1
29735,9,15015,6.0,1
29736,9,15018,6.0,1
29737,9,15040,6.0,1
29738,9,15046,6.0,1
29739,9,15053,6.0,1
29740,9,15060,6.0,1
29741,9,15063,6.0,1
29742,9,15066,6.0,1
29743,9,15074,6.0,1
29744,9,15075,6.0,1
29745,9,15077,6.0,1
29746,9,15079,6.0,1
29747,9,15080,6.0,1
29748,9,15085,6.0,1
29749,9,15089,6.0,1
29750,9,15092,6.0,1
29751,9,15096,6.0,1
29752,9,15105,6.0,1
29753,9,15125,6.0,1
29754,9,15134,6.0,1
29755,9,15136,6.0,1
29756,9,15150,6.0,1
29757,9,15151,6.0,1
29758,9,15153,6.0,1
29759,9,15156,6.0,1
29760,9,15164,6.0,1
29761,9,15179,6.0,1
29762,9,15183,6.0,1
29763,9,15220,6.0,1
29764,9,15224,6.0,1
29765,9,15225,6.0,1
29766,9,15230,6.0,1
29767,9,15238,6.0,1
29768,9,15257,6.0,1
29769,9,15260,6.0,1
29770,9,15264,6.0,1
29771,9,15292,6.0,1
29772,9,15301,6.0,1
29773,9,15302,6.0,1
29774,9,15306,6.0,1
29775,9,15308,6.0,1
29776,9,15329,6.0,1
29777,9,15341,6.0,1
29778,9,15345,6.0,1
29779,9,15377,6.0,1
29780,9,15379,6.0,1
29781,9,15380,6.0,1
29782,9,15385,6.0,1
29783,9,15390,6.0,1
29784,9,15393,6.0,1
29785,9,15404,6.0,1
29786,9,15405,6.0,1
29787,9,15420,6.0,1
29788,9,15428,6.0,1
29789,9,15430,6.0,1
29790,9,15432,6.0,1
29791,9,15477,6.0,1
29792,9,15480,6.0,1
29793,9,15481,6.0,1
29794,9,15485,6.0,1
29795,9,15486,6.0,1
29796,9,15496,6.0,1
29797,9,15500,6.0,1
29798,9,15558,6.0,1
29799,9,15560,6.0,1
29800,9,15572,6.0,1
29801,9,15576,6.0,1
29802,9,15578,6.0,1
29803,9,15587,6.0,1
29804,9,15611,6.0,1
29805,9,15660,6.0,1
29806,9,15661,6.0,1
29807,9,15664,6.0,1
29808,9,15666,6.0,1
29809,9,15667,6.0,1
29810,9,15670,6.0,1
29811,9,15672,6.0,1
29812,9,15685,6.0,1
29813,9,15686,6.0,1
29814,9,15688,6.0,1
29815,9,15762,6.0,1
29816,9,15763,6.0,1
29817,9,15764,6.0,1
29818,9,15769,6.0,1
29819,9,15774,6.0,1
29820,9,15778,6.0,1
29821,9,15788,6.0,1
29822,9,15853,6.0,1
29823,9,15854,6.0,1
29824,9,15868,6.0,1
29825,9,15875,6.0,1
29826,9,15877,6.0,1
29827,9,15882,6.0,1
29828,9,15896,6.0,1
29829,9,15898,6.0,1
29830,9,15903,6.0,1
29831,9,15957,6.0,1
29832,9,15963,6.0,1
29833,9,15973,6.0,1
29834,9,15975,6.0,1
29835,9,15978,6.0,1
29836,9,15989,6.0,1
29837,9,15999,6.0,1
29838,9,16018,6.0,1
29839,9,16054,6.0,1
29840,9,16056,6.0,1
29841,9,16062,6.0,1
29842,9,16063,6.0,1
29843,9,16067,6.0,1
29844,9,16072,6.0,1
29845,9,16074,6.0,1
29846,9,16085,6.0,1
29847,9,16099,6.0,1
29848,9,16104,6.0,1
29849,9,16109,6.0,1
29850,9,16142,6.0,1
29851,9,16143,6.0,1
29852,9,16146,6.0,1
29853,9,16153,6.0,1
29854,9,16155,6.0,1
29855,9,16160,6.0,1
29856,9,16165,6.0,1
29857,9,16231,6.0,1
29858,9,16258,6.0,1
29859,9,16262,6.0,1
29860,9,16275,6.0,1
29861,9,16277,6.0,1
29862,9,16282,6.0,1
29863,9,16297,6.0,1
29864,9,16311,6.0,1
29865,9,16312,6.0,1
29866,9,16315,6.0,1
29867,9,16344,6.0,1
29868,9,16345,6.0,1
29869,9,16350,6.0,1
29870,9,16375,6.0,1
29871,9,16383,6.0,1
29872,9,16385,6.0,1
29873,9,16389,6.0,1
29874,9,16391,6.0,1
29875,9,16415,6.0,1
29876,9,16447,6.0,1
29877,9,16450,6.0,1
29878,9,16465,6.0,1
29879,9,16475,6.0,1
29880,9,16476,6.0,1
29881,9,16493,6.0,1
29882,9,16523,6.0,1
29883,9,16524,6.0,1
29884,9,16542,6.0,1
29885,9,16562,6.0,1
29886,9,16564,6.0,1
29887,9,16567,6.0,1
29888,9,16575,6.0,1
29889,9,16577,6.0,1
29890,9,16579,6.0,1
29891,9,16614,6.0,1
29892,9,16627,6.0,1
29893,9,16631,6.0,1
29894,9,16642,6.0,1
29895,9,16646,6.0,1
29896,9,16651,6.0,1
29897,9,16654,6.0,1
29898,9,16670,6.0,1
29899,9,16710,6.0,1
29900,9,16718,6.0,1
29901,9,16721,6.0,1
29902,9,16727,6.0,1
29903,9,16764,6.0,1
29904,9,16768,6.0,1
29905,9,16770,6.0,1
29906,9,16807,6.0,1
29907,9,16812,6.0,1
29908,9,16838,6.0,1
29909,9,16844,6.0,1
29910,9,16851,6.0,1
29911,9,16858,6.0,1
29912,9,16860,6.0,1
29913,9,16862,6.0,1
29914,9,16863,6.0,1
29915,9,16864,6.0,1
29916,9,16891,6.0,1
29917,9,16902,6.0,1
29918,9,16914,6.0,1
29919,9,16925,6.0,1
29920,9,16945,6.0,1
29921,9,16988,6.0,1
29922,9,16989,6.0,1
29923,9,16999,6.0,1
29924,9,17013,6.0,1
29925,9,17015,6.0,1
29926,9,17016,6.0,1
29927,9,17036,6.0,1
29928,9,17073,6.0,1
29929,9,17076,6.0,1
29930,9,17095,6.0,1
29931,9,17111,6.0,1
29932,9,17120,6.0,1
29933,9,17121,6.0,1
29934,9,17155,6.0,1
29935,9,17158,6.0,1
29936,9,17162,6.0,1
29937,9,17179,6.0,1
29938,9,17189,6.0,1
29939,9,17192,6.0,1
29940,9,17195,6.0,1
29941,9,17224,6.0,1
29942,9,17250,6.0,1
29943,9,17276,6.0,1
29944,9,17284,6.0,1
29945,9,17288,6.0,1
29946,9,17304,6.0,1
29947,9,17305,6.0,1
29948,9,17308,6.0,1
29949,9,17312,6.0,1
29950,9,17332,6.0,1
29951,9,17337,6.0,1
29952,9,17340,6.0,1
29953,9,17347,6.0,1
29954,9,17355,6.0,1
29955,9,17357,6.0,1
29956,9,17371,6.0,1
29957,9,17372,6.0,1
29958,9,17389,6.0,1
29959,9,17424,6.0,1
29960,9,17435,6.0,1
29961,9,17436,6.0,1
29962,9,17444,6.0,1
29963,9,17474,6.0,1
29964,9,17486,6.0,1
29965,9,17496,6.0,1
29966,9,17511,6.0,1
29967,9,17520,6.0,1
29968,9,17522,6.0,1
29969,9,17524,6.0,1
29970,9,17528,6.0,1
29971,9,17529,6.0,1
29972,9,17536,6.0,1
29973,9,17552,6.0,1
29974,9,17571,6.0,1
29975,9,17589,6.0,1
29976,9,17601,6.0,1
29977,9,17603,6.0,1
29978,9,17606,6.0,1
29979,9,17611,6.0,1
29980,9,17612,6.0,1
29981,9,17613,6.0,1
29982,9,17622,6.0,1
29983,9,17623,6.0,1
29984,9,17634,6.0,1
29985,9,17638,6.0,1
29986,9,17641,6.0,1
29987,9,17649,6.0,1
29988,9,17673,6.0,1
29989,9,17682,6.0,1
29990,9,17688,6.0,1
29991,9,17690,6.0,1
29992,9,17691,6.0,1
29993,9,17694,6.0,1
29994,9,17695,6.0,1
29995,9,17707,6.0,1
29996,9,17709,6.0,1
29997,9,17711,6.0,1
29998,9,17725,6.0,1
29999,9,17729,6.0,1
30000,9,17755,6.0,1
30001,9,17759,6.0,1
30002,9,17761,6.0,1
30003,9,17765,6.0,1
30004,9,17775,6.0,1
30005,9,17793,6.0,1
30006,9,17797,6.0,1
30007,9,17819,6.0,1
30008,9,17825,6.0,1
30009,9,17846,6.0,1
30010,9,17851,6.0,1
30011,9,17857,6.0,1
30012,9,17873,6.0,1
30013,9,17912,6.0,1
30014,9,17920,6.0,1
30015,9,17923,6.0,1
30016,9,17936,6.0,1
30017,9,17937,6.0,1
30018,9,17949,6.0,1
30019,9,17966,6.0,1
30020,9,17986,6.0,1
30021,9,17991,6.0,1
30022,9,17997,6.0,1
30023,9,18016,6.0,1
30024,9,18073,6.0,1
30025,9,18074,6.0,1
30026,9,18087,6.0,1
30027,9,18092,6.0,1
30028,9,18094,6.0,1
30029,9,18097,6.0,1
30030,9,18099,6.0,1
30031,9,18100,6.0,1
30032,9,18102,6.0,1
30033,9,18117,6.0,1
30034,9,18118,6.0,1
30035,9,18126,6.0,1
30036,9,18149,6.0,1
30037,9,18162,6.0,1
30038,9,18169,6.0,1
30039,9,18179,6.0,1
30040,9,18182,6.0,1
30041,9,18188,6.0,1
30042,9,18191,6.0,1
30043,9,18207,6.0,1
30044,9,18230,6.0,1
30045,9,18234,6.0,1
30046,9,18240,6.0,1
30047,9,18265,6.0,1
30048,9,18280,6.0,1
30049,9,18335,6.0,1
30050,9,18347,6.0,1
30051,9,18370,6.0,1
30052,9,18384,6.0,1
30053,9,18416,6.0,1
30054,9,18421,6.0,1
30055,9,18422,6.0,1
30056,9,18429,6.0,1
30057,9,18433,6.0,1
30058,9,18448,6.0,1
30059,9,18455,6.0,1
30060,9,18458,6.0,1
30061,9,18497,6.0,1
30062,9,18500,6.0,1
30063,9,18519,6.0,1
30064,9,18522,6.0,1
30065,9,18524,6.0,1
30066,9,18545,6.0,1
30067,9,18552,6.0,1
30068,9,18556,6.0,1
30069,9,18568,6.0,1
30070,9,18575,6.0,1
30071,9,18578,6.0,1
30072,9,18579,6.0,1
30073,9,18594,6.0,1
30074,9,18606,6.0,1
30075,9,18622,6.0,1
30076,9,18628,6.0,1
30077,9,18631,6.0,1
30078,9,18642,6.0,1
30079,9,18650,6.0,1
30080,9,18674,6.0,1
30081,9,18686,6.0,1
30082,9,18687,6.0,1
30083,9,18688,6.0,1
30084,9,18692,6.0,1
30085,9,18693,6.0,1
30086,9,18715,6.0,1
30087,9,18717,6.0,1
30088,9,18740,6.0,1
30089,9,18741,6.0,1
30090,9,18772,6.0,1
30091,9,18785,6.0,1
30092,9,18800,6.0,1
30093,9,18803,6.0,1
30094,9,18806,6.0,1
30095,9,18812,6.0,1
30096,9,18821,6.0,1
30097,9,18843,6.0,1
30098,9,18850,6.0,1
30099,9,18851,6.0,1
30100,9,18858,6.0,1
30101,9,18871,6.0,1
30102,9,18893,6.0,1
30103,9,18911,6.0,1
30104,9,18925,6.0,1
30105,9,18938,6.0,1
30106,9,18941,6.0,1
30107,9,18943,6.0,1
30108,9,18975,6.0,1
30109,9,18986,6.0,1
30110,9,19000,6.0,1
30111,9,19004,6.0,1
30112,9,19005,6.0,1
30113,9,19007,6.0,1
30114,9,19010,6.0,1
30115,9,19024,6.0,1
30116,9,19025,6.0,1
30117,9,19031,6.0,1
30118,9,19034,6.0,1
30119,9,19040,6.0,1
30120,9,19077,6.0,1
30121,9,19079,6.0,1
30122,9,19087,6.0,1
30123,9,19115,6.0,1
30124,9,19116,6.0,1
30125,9,19127,6.0,1
30126,9,19130,6.0,1
30127,9,19152,6.0,1
30128,9,19164,6.0,1
30129,9,19167,6.0,1
30130,9,19192,6.0,1
30131,9,19199,6.0,1
30132,9,19204,6.0,1
30133,9,19218,6.0,1
30134,9,19220,6.0,1
30135,9,19223,6.0,1
30136,9,19229,6.0,1
30137,9,19233,6.0,1
30138,9,19234,6.0,1
30139,9,19243,6.0,1
30140,9,19248,6.0,1
30141,9,19265,6.0,1
30142,9,19267,6.0,1
30143,9,19272,6.0,1
30144,9,19279,6.0,1
30145,10,9243,6.0,1
30146,10,9256,6.0,1
30147,10,9277,6.0,1
30148,10,9298,6.0,1
30149,10,9454,6.0,1
30150,10,9456,6.0,1
30151,10,9458,6.0,1
30152,10,9460,6.0,1
30153,10,9463,6.0,1
30154,10,9469,6.0,1
30155,10,9470,6.0,1
30156,10,9473,6.0,1
30157,10,9475,6.0,1
30158,10,9476,6.0,1
30159,10,9477,6.0,1
30160,10,9481,6.0,1
30161,10,9491,6.0,1
30162,10,9498,6.0,1
30163,10,9506,6.0,1
30164,10,9658,6.0,1
30165,10,9663,6.0,1
30166,10,9668,6.0,1
30167,10,9672,6.0,1
30168,10,9680,6.0,1
30169,10,9681,6.0,1
30170,10,9683,6.0,1
30171,10,9686,6.0,1
30172,10,9687,6.0,1
30173,10,9691,6.0,1
30174,10,9693,6.0,1
30175,10,9696,6.0,1
30176,10,9712,6.0,1
30177,10,9864,6.0,1
30178,10,9868,6.0,1
30179,10,9873,6.0,1
30180,10,9879,6.0,1
30181,10,9884,6.0,1
30182,10,9895,6.0,1
30183,10,9897,6.0,1
30184,10,9899,6.0,1
30185,10,10061,6.0,1
30186,10,10062,6.0,1
30187,10,10063,6.0,1
30188,10,10064,6.0,1
30189,10,10070,6.0,1
30190,10,10072,6.0,1
30191,10,10074,6.0,1
30192,10,10090,6.0,1
30193,10,10101,6.0,1
30194,10,10241,6.0,1
30195,10,10248,6.0,1
30196,10,10249,6.0,1
30197,10,10251,6.0,1
30198,10,10252,6.0,1
30199,10,10263,6.0,1
30200,10,10267,6.0,1
30201,10,10271,6.0,1
30202,10,10273,6.0,1
30203,10,10440,6.0,1
30204,10,10450,6.0,1
30205,10,10451,6.0,1
30206,10,10453,6.0,1
30207,10,10605,6.0,1
30208,10,10610,6.0,1
30209,10,10611,6.0,1
30210,10,10612,6.0,1
30211,10,10613,6.0,1
30212,10,10615,6.0,1
30213,10,10621,6.0,1
30214,10,10623,6.0,1
30215,10,10628,6.0,1
30216,10,10630,6.0,1
30217,10,10631,6.0,1
30218,10,10793,6.0,1
30219,10,10795,6.0,1
30220,10,10796,6.0,1
30221,10,10948,6.0,1
30222,10,10951,6.0,1
30223,10,10952,6.0,1
30224,10,10958,6.0,1
30225,10,10964,6.0,1
30226,10,10969,6.0,1
30227,10,10971,6.0,1
30228,10,10975,6.0,1
30229,10,11129,6.0,1
30230,10,11130,6.0,1
30231,10,11135,6.0,1
30232,10,11138,6.0,1
30233,10,11140,6.0,1
30234,10,11142,6.0,1
30235,10,11295,6.0,1
30236,10,11296,6.0,1
30237,10,11299,6.0,1
30238,10,11305,6.0,1
30239,10,11313,6.0,1
30240,10,11314,6.0,1
30241,10,11316,6.0,1
30242,10,11322,6.0,1
30243,10,11465,6.0,1
30244,10,11471,6.0,1
30245,10,11474,6.0,1
30246,10,11478,6.0,1
30247,10,11479,6.0,1
30248,10,11489,6.0,1
30249,10,11618,6.0,1
30250,10,11619,6.0,1
30251,10,11621,6.0,1
30252,10,11622,6.0,1
30253,10,11639,6.0,1
30254,10,11640,6.0,1
30255,10,11776,6.0,1
30256,10,11780,6.0,1
30257,10,11786,6.0,1
30258,10,11787,6.0,1
30259,10,11794,6.0,1
30260,10,11796,6.0,1
30261,10,11799,6.0,1
30262,10,11931,6.0,1
30263,10,11943,6.0,1
30264,10,11944,6.0,1
30265,10,11945,6.0,1
30266,10,11947,6.0,1
30267,10,11949,6.0,1
30268,10,11953,6.0,1
30269,10,11957,6.0,1
30270,10,11963,6.0,1
30271,10,12083,6.0,1
30272,10,12092,6.0,1
30273,10,12093,6.0,1
30274,10,12101,6.0,1
30275,10,12102,6.0,1
30276,10,12107,6.0,1
30277,10,12110,6.0,1
30278,10,12111,6.0,1
30279,10,12239,6.0,1
30280,10,12241,6.0,1
30281,10,12255,6.0,1
30282,10,12259,6.0,1
30283,10,12415,6.0,1
30284,10,12422,6.0,1
30285,10,12565,6.0,1
30286,10,12571,6.0,1
30287,10,12576,6.0,1
30288,10,12700,6.0,1
30289,10,12706,6.0,1
30290,10,12839,6.0,1
30291,10,12844,6.0,1
30292,10,12987,6.0,1
30293,10,12989,6.0,1
30294,10,13136,6.0,1
30295,10,13147,6.0,1
30296,10,13278,6.0,1
30297,10,13545,6.0,1
30298,10,13555,6.0,1
30299,10,13679,6.0,1
30300,10,13785,6.0,1
30301,10,13891,6.0,1
30302,10,13893,6.0,1
30303,10,14006,6.0,1
30304,10,14007,6.0,1
30305,10,15352,6.0,1
30306,10,15445,6.0,1
30307,10,15535,6.0,1
30308,10,15718,6.0,1
30309,10,15724,6.0,1
30310,10,15918,6.0,1
30311,10,15923,6.0,1
30312,10,16020,6.0,1
30313,10,16110,6.0,1
30314,10,16112,6.0,1
30315,10,16115,6.0,1
30316,10,16210,6.0,1
30317,10,16775,6.0,1
30318,10,17121,6.0,1
30319,10,17122,6.0,1
30320,10,17203,6.0,1
30321,10,17538,6.0,1
30322,10,17945,6.0,1
30323,10,18944,6.0,1
30324,11,19922,6.0,1
30325,12,19256,6.0,1
30326,12,19264,6.0,1
30327,12,19268,6.0,1
30328,12,19275,6.0,1
30329,12,19292,6.0,1
30330,12,19309,6.0,1
30331,12,19312,6.0,1
30332,12,19314,6.0,1
30333,12,19315,6.0,1
30334,12,19317,6.0,1
30335,12,19320,6.0,1
30336,12,19354,6.0,1
30337,12,19356,6.0,1
30338,12,19360,6.0,1
30339,12,19363,6.0,1
30340,12,19379,6.0,1
30341,12,19400,6.0,1
30342,12,19414,6.0,1
30343,12,19426,6.0,1
30344,12,19450,6.0,1
30345,12,19451,6.0,1
30346,12,19463,6.0,1
30347,12,19488,6.0,1
30348,12,19497,6.0,1
30349,12,19502,6.0,1
30350,12,19507,6.0,1
30351,12,19510,6.0,1
30352,12,19517,6.0,1
30353,12,19524,6.0,1
30354,12,19529,6.0,1
30355,12,19531,6.0,1
30356,12,19541,6.0,1
30357,12,19563,6.0,1
30358,12,19611,6.0,1
30359,12,19613,6.0,1
30360,12,19619,6.0,1
30361,12,19627,6.0,1
30362,12,19630,6.0,1
30363,12,19669,6.0,1
30364,12,19673,6.0,1
30365,12,19693,6.0,1
30366,12,19720,6.0,1
30367,12,19723,6.0,1
30368,12,19731,6.0,1
30369,12,19751,6.0,1
30370,12,19759,6.0,1
30371,12,19774,6.0,1
30372,12,19796,6.0,1
30373,12,19820,6.0,1
30374,12,19833,6.0,1
30375,12,19837,6.0,1
30376,12,19850,6.0,1
30377,12,19856,6.0,1
30378,12,19864,6.0,1
30379,12,19877,6.0,1
30380,12,19904,6.0,1
30381,12,19907,6.0,1
30382,12,19930,6.0,1
30383,12,19959,6.0,1
30384,12,19961,6.0,1
30385,12,19981,6.0,1
30386,12,19983,6.0,1
30387,12,19987,6.0,1
30388,12,19999,6.0,1
30389,12,20000,6.0,1
30390,12,20020,6.0,1
30391,12,20036,6.0,1
30392,12,20050,6.0,1
30393,12,20058,6.0,1
30394,12,20097,6.0,1
30395,12,20109,6.0,1
30396,12,20117,6.0,1
30397,12,20123,6.0,1
30398,12,20160,6.0,1
30399,12,20170,6.0,1
30400,12,20171,6.0,1
30401,12,20243,6.0,1
30402,12,20252,6.0,1
30403,12,20254,6.0,1
30404,12,20283,6.0,1
30405,12,20285,6.0,1
30406,12,20290,6.0,1
30407,12,20297,6.0,1
30408,12,20304,6.0,1
30409,12,20324,6.0,1
30410,12,20326,6.0,1
30411,12,20328,6.0,1
30412,12,20352,6.0,1
30413,12,20361,6.0,1
30414,12,20368,6.0,1
30415,12,20383,6.0,1
30416,12,20386,6.0,1
30417,12,20394,6.0,1
30418,12,20395,6.0,1
30419,12,20397,6.0,1
30420,12,20398,6.0,1
30421,12,20403,6.0,1
30422,12,20435,6.0,1
30423,13,19282,6.0,1
30424,13,19650,6.0,1
30425,13,20072,6.0,1
30426,3,30,6.0,2
30427,5,178,6.0,2
30428,5,205,6.0,2
30429,5,333,6.0,2
30430,5,494,6.0,2
30431,5,608,6.0,2
30432,5,1349,6.0,2
30433,5,1405,6.0,2
30434,5,1408,6.0,2
30435,5,1474,6.0,2
30436,5,1535,6.0,2
30437,5,1606,6.0,2
30438,5,1764,6.0,2
30439,5,1766,6.0,2
30440,5,1779,6.0,2
30441,5,1780,6.0,2
30442,5,1844,6.0,2
30443,5,1846,6.0,2
30444,5,1848,6.0,2
30445,5,1852,6.0,2
30446,5,1945,6.0,2
30447,5,2003,6.0,2
30448,5,2008,6.0,2
30449,5,2176,6.0,2
30450,5,2253,6.0,2
30451,5,2279,6.0,2
30452,5,2372,6.0,2
30453,5,2551,6.0,2
30454,5,2563,6.0,2
30455,5,2654,6.0,2
30456,5,2686,6.0,2
30457,5,2774,6.0,2
30458,5,2775,6.0,2
30459,5,2784,6.0,2
30460,5,2798,6.0,2
30461,5,2908,6.0,2
30462,5,3010,6.0,2
30463,5,3018,6.0,2
30464,5,3025,6.0,2
30465,5,3027,6.0,2
30466,5,3117,6.0,2
30467,5,3127,6.0,2
30468,5,3128,6.0,2
30469,5,3136,6.0,2
30470,5,3243,6.0,2
30471,5,3245,6.0,2
30472,5,3333,6.0,2
30473,5,3355,6.0,2
30474,5,3456,6.0,2
30475,5,3667,6.0,2
30476,5,3738,6.0,2
30477,5,3842,6.0,2
30478,5,4335,6.0,2
30479,5,4431,6.0,2
30480,5,4549,6.0,2
30481,5,4683,6.0,2
30482,5,4701,6.0,2
30483,5,4941,6.0,2
30484,5,4948,6.0,2
30485,5,5062,6.0,2
30486,5,5974,6.0,2
30487,5,6111,6.0,2
30488,5,6252,6.0,2
30489,5,6400,6.0,2
30490,5,7116,6.0,2
30491,5,7524,6.0,2
30492,5,7679,6.0,2
30493,5,7813,6.0,2
30494,5,7829,6.0,2
30495,5,7833,6.0,2
30496,5,7962,6.0,2
30497,5,8127,6.0,2
30498,5,8267,6.0,2
30499,5,8910,6.0,2
30500,5,8928,6.0,2
30501,5,8931,6.0,2
30502,5,8944,6.0,2
30503,5,8948,6.0,2
30504,5,9107,6.0,2
30505,6,72,6.0,2
30506,6,113,6.0,2
30507,6,118,6.0,2
30508,6,317,6.0,2
30509,6,326,6.0,2
30510,6,352,6.0,2
30511,6,384,6.0,2
30512,6,402,6.0,2
30513,6,447,6.0,2
30514,6,461,6.0,2
30515,6,465,6.0,2
30516,6,470,6.0,2
30517,6,513,6.0,2
30518,6,552,6.0,2
30519,6,596,6.0,2
30520,6,673,6.0,2
30521,6,749,6.0,2
30522,6,781,6.0,2
30523,6,830,6.0,2
30524,6,917,6.0,2
30525,6,966,6.0,2
30526,6,973,6.0,2
30527,6,1026,6.0,2
30528,6,1030,6.0,2
30529,6,1040,6.0,2
30530,6,1093,6.0,2
30531,6,1147,6.0,2
30532,6,1153,6.0,2
30533,6,1189,6.0,2
30534,6,1190,6.0,2
30535,6,1191,6.0,2
30536,6,1199,6.0,2
30537,6,1202,6.0,2
30538,6,1205,6.0,2
30539,6,1209,6.0,2
30540,6,1210,6.0,2
30541,6,1213,6.0,2
30542,6,1254,6.0,2
30543,6,1260,6.0,2
30544,6,1263,6.0,2
30545,6,1323,6.0,2
30546,6,1369,6.0,2
30547,6,1380,6.0,2
30548,6,1445,6.0,2
30549,6,1637,6.0,2
30550,6,1733,6.0,2
30551,6,1898,6.0,2
30552,6,1900,6.0,2
30553,6,1957,6.0,2
30554,6,1982,6.0,2
30555,6,2066,6.0,2
30556,6,2145,6.0,2
30557,6,2218,6.0,2
30558,6,2222,6.0,2
30559,6,2233,6.0,2
30560,6,2296,6.0,2
30561,6,2327,6.0,2
30562,6,2385,6.0,2
30563,6,2392,6.0,2
30564,6,2511,6.0,2
30565,6,2515,6.0,2
30566,6,2632,6.0,2
30567,6,2700,6.0,2
30568,6,2702,6.0,2
30569,6,2707,6.0,2
30570,6,2724,6.0,2
30571,6,2829,6.0,2
30572,6,2927,6.0,2
30573,6,2939,6.0,2
30574,6,2943,6.0,2
30575,6,2945,6.0,2
30576,6,2948,6.0,2
30577,6,2954,6.0,2
30578,6,3034,6.0,2
30579,6,3071,6.0,2
30580,6,3154,6.0,2
30581,6,3156,6.0,2
30582,6,3179,6.0,2
30583,6,3281,6.0,2
30584,6,3390,6.0,2
30585,6,3401,6.0,2
30586,6,3411,6.0,2
30587,6,3478,6.0,2
30588,6,3494,6.0,2
30589,6,3572,6.0,2
30590,6,3577,6.0,2
30591,6,3599,6.0,2
30592,6,3608,6.0,2
30593,6,3612,6.0,2
30594,6,3618,6.0,2
30595,6,3698,6.0,2
30596,6,3712,6.0,2
30597,6,3714,6.0,2
30598,6,3723,6.0,2
30599,6,3725,6.0,2
30600,6,3769,6.0,2
30601,6,3772,6.0,2
30602,6,3779,6.0,2
30603,6,3781,6.0,2
30604,6,3800,6.0,2
30605,6,3801,6.0,2
30606,6,3803,6.0,2
