Coordinates3,Count
"(33.737, -84.378)",11
"(33.737, -84.379)",48
"(33.737, -84.38)",10
"(33.737, -84.381)",6
"(33.737, -84.382)",40
"(33.737, -84.383)",9
"(33.737, -84.384)",29
"(33.737, -84.385)",13
"(33.737, -84.386)",38
"(33.737, -84.387)",6
"(33.737, -84.388)",13
"(33.737, -84.391)",4
"(33.737, -84.392)",3
"(33.737, -84.393)",62
"(33.737, -84.394)",105
"(33.737, -84.395)",64
"(33.737, -84.396)",48
"(33.737, -84.397)",60
"(33.737, -84.398)",32
"(33.737, -84.399)",25
"(33.737, -84.4)",28
"(33.737, -84.401)",28
"(33.737, -84.402)",20
"(33.737, -84.403)",10
"(33.737, -84.404)",2
"(33.737, -84.405)",13
"(33.737, -84.406)",1
"(33.737, -84.407)",19
"(33.737, -84.408)",72
"(33.737, -84.41)",63
"(33.737, -84.413)",2
"(33.737, -84.414)",25
"(33.737, -84.415)",25
"(33.737, -84.416)",60
"(33.737, -84.417)",15
"(33.737, -84.418)",5
"(33.737, -84.419)",1
"(33.737, -84.42)",9
"(33.737, -84.421)",14
"(33.737, -84.422)",10
"(33.737, -84.423)",23
"(33.737, -84.424)",15
"(33.737, -84.425)",16
"(33.737, -84.426)",6
"(33.737, -84.427)",7
"(33.737, -84.428)",25
"(33.737, -84.429)",10
"(33.737, -84.43)",28
"(33.737, -84.432)",12
"(33.737, -84.433)",9
"(33.737, -84.434)",23
"(33.737, -84.435)",23
"(33.737, -84.436)",77
"(33.737, -84.437)",21
"(33.737, -84.438)",12
"(33.737, -84.439)",15
"(33.737, -84.44)",12
"(33.737, -84.441)",17
"(33.737, -84.442)",10
"(33.737, -84.443)",5
"(33.737, -84.444)",2
"(33.737, -84.445)",12
"(33.737, -84.446)",7
"(33.737, -84.447)",9
"(33.737, -84.448)",9
"(33.737, -84.449)",19
"(33.737, -84.45)",5
"(33.737, -84.451)",4
"(33.737, -84.452)",9
"(33.737, -84.453)",1
"(33.737, -84.454)",10
"(33.737, -84.455)",7
"(33.737, -84.456)",6
"(33.737, -84.46)",7
"(33.737, -84.462)",1
"(33.737, -84.477)",3
"(33.737, -84.478)",2
"(33.737, -84.479)",2
"(33.737, -84.48)",3
"(33.737, -84.482)",2
"(33.737, -84.483)",4
"(33.737, -84.485)",4
"(33.737, -84.486)",3
"(33.737, -84.487)",7
"(33.737, -84.488)",2
"(33.737, -84.489)",2
"(33.737, -84.49)",13
"(33.737, -84.491)",9
"(33.737, -84.492)",5
"(33.737, -84.493)",1
"(33.737, -84.494)",1
"(33.737, -84.495)",1
"(33.737, -84.496)",1
"(33.737, -84.497)",2
"(33.737, -84.498)",1
"(33.737, -84.499)",2
"(33.737, -84.5)",5
"(33.738, -84.298)",3
"(33.738, -84.303)",3
"(33.738, -84.304)",1
"(33.738, -84.305)",3
"(33.738, -84.33)",6
"(33.738, -84.331)",5
"(33.738, -84.332)",4
"(33.738, -84.333)",9
"(33.738, -84.334)",11
"(33.738, -84.335)",1
"(33.738, -84.336)",3
"(33.738, -84.337)",4
"(33.738, -84.338)",6
"(33.738, -84.339)",9
"(33.738, -84.34)",8
"(33.738, -84.341)",9
"(33.738, -84.342)",19
"(33.738, -84.343)",11
"(33.738, -84.344)",8
"(33.738, -84.345)",4
"(33.738, -84.346)",12
"(33.738, -84.347)",2
"(33.738, -84.348)",26
"(33.738, -84.349)",5
"(33.738, -84.35)",14
"(33.738, -84.351)",3
"(33.738, -84.352)",6
"(33.738, -84.354)",1
"(33.738, -84.355)",8
"(33.738, -84.356)",1
"(33.738, -84.357)",5
"(33.738, -84.364)",8
"(33.738, -84.365)",6
"(33.738, -84.366)",9
"(33.738, -84.367)",5
"(33.738, -84.368)",8
"(33.738, -84.369)",3
"(33.738, -84.37)",7
"(33.738, -84.374)",7
"(33.738, -84.375)",10
"(33.738, -84.376)",9
"(33.738, -84.377)",9
"(33.738, -84.378)",10
"(33.738, -84.379)",9
"(33.738, -84.382)",9
"(33.738, -84.383)",2
"(33.738, -84.384)",75
"(33.738, -84.385)",18
"(33.738, -84.386)",22
"(33.738, -84.393)",6
"(33.738, -84.394)",10
"(33.738, -84.395)",32
"(33.738, -84.396)",11
"(33.738, -84.397)",46
"(33.738, -84.398)",88
"(33.738, -84.399)",25
"(33.738, -84.4)",25
"(33.738, -84.401)",102
"(33.738, -84.402)",40
"(33.738, -84.403)",315
"(33.738, -84.404)",10
"(33.738, -84.406)",3
"(33.738, -84.407)",60
"(33.738, -84.408)",15
"(33.738, -84.41)",4
"(33.738, -84.411)",3
"(33.738, -84.412)",11
"(33.738, -84.413)",13
"(33.738, -84.414)",106
"(33.738, -84.415)",65
"(33.738, -84.416)",86
"(33.738, -84.417)",135
"(33.738, -84.418)",50
"(33.738, -84.419)",22
"(33.738, -84.42)",71
"(33.738, -84.421)",54
"(33.738, -84.422)",14
"(33.738, -84.423)",39
"(33.738, -84.424)",7
"(33.738, -84.425)",29
"(33.738, -84.426)",59
"(33.738, -84.427)",13
"(33.738, -84.428)",11
"(33.738, -84.429)",14
"(33.738, -84.43)",11
"(33.738, -84.431)",8
"(33.738, -84.433)",985
"(33.738, -84.434)",9
"(33.738, -84.435)",92
"(33.738, -84.436)",62
"(33.738, -84.437)",26
"(33.738, -84.438)",25
"(33.738, -84.439)",23
"(33.738, -84.44)",12
"(33.738, -84.441)",9
"(33.738, -84.442)",17
"(33.738, -84.443)",23
"(33.738, -84.444)",8
"(33.738, -84.445)",10
"(33.738, -84.446)",9
"(33.738, -84.447)",4
"(33.738, -84.448)",9
"(33.738, -84.449)",10
"(33.738, -84.45)",5
"(33.738, -84.451)",10
"(33.738, -84.452)",10
"(33.738, -84.453)",7
"(33.738, -84.454)",11
"(33.738, -84.455)",7
"(33.738, -84.456)",6
"(33.738, -84.461)",1
"(33.738, -84.472)",5
"(33.738, -84.48)",3
"(33.738, -84.482)",1
"(33.738, -84.483)",2
"(33.738, -84.484)",2
"(33.738, -84.485)",3
"(33.738, -84.487)",7
"(33.738, -84.488)",3
"(33.738, -84.489)",1
"(33.738, -84.49)",5
"(33.738, -84.492)",3
"(33.738, -84.494)",1
"(33.738, -84.496)",2
"(33.738, -84.497)",2
"(33.738, -84.498)",3
"(33.738, -84.499)",1
"(33.738, -84.5)",4
"(33.738, -84.501)",2
"(33.738, -84.51)",1
"(33.738, -84.516)",4
"(33.738, -84.517)",1
"(33.738, -84.519)",2
"(33.739, -84.286)",1
"(33.739, -84.291)",15
"(33.739, -84.292)",5
"(33.739, -84.293)",9
"(33.739, -84.294)",8
"(33.739, -84.295)",3
"(33.739, -84.296)",20
"(33.739, -84.297)",1
"(33.739, -84.298)",11
"(33.739, -84.299)",11
"(33.739, -84.3)",5
"(33.739, -84.303)",1
"(33.739, -84.304)",1
"(33.739, -84.305)",1
"(33.739, -84.329)",2
"(33.739, -84.33)",6
"(33.739, -84.332)",3
"(33.739, -84.333)",11
"(33.739, -84.334)",7
"(33.739, -84.335)",6
"(33.739, -84.336)",9
"(33.739, -84.337)",7
"(33.739, -84.338)",5
"(33.739, -84.339)",9
"(33.739, -84.34)",6
"(33.739, -84.341)",7
"(33.739, -84.342)",10
"(33.739, -84.343)",15
"(33.739, -84.344)",82
"(33.739, -84.345)",27
"(33.739, -84.346)",70
"(33.739, -84.347)",46
"(33.739, -84.348)",14
"(33.739, -84.349)",32
"(33.739, -84.35)",5
"(33.739, -84.351)",4
"(33.739, -84.354)",10
"(33.739, -84.355)",9
"(33.739, -84.358)",1
"(33.739, -84.359)",1
"(33.739, -84.363)",14
"(33.739, -84.364)",2
"(33.739, -84.365)",10
"(33.739, -84.366)",5
"(33.739, -84.367)",14
"(33.739, -84.368)",34
"(33.739, -84.369)",12
"(33.739, -84.37)",7
"(33.739, -84.374)",11
"(33.739, -84.375)",9
"(33.739, -84.376)",9
"(33.739, -84.377)",10
"(33.739, -84.378)",2
"(33.739, -84.379)",3
"(33.739, -84.381)",39
"(33.739, -84.382)",13
"(33.739, -84.383)",13
"(33.739, -84.384)",42
"(33.739, -84.385)",20
"(33.739, -84.386)",18
"(33.739, -84.394)",14
"(33.739, -84.395)",25
"(33.739, -84.396)",85
"(33.739, -84.397)",49
"(33.739, -84.398)",46
"(33.739, -84.4)",25
"(33.739, -84.401)",8
"(33.739, -84.402)",89
"(33.739, -84.405)",3
"(33.739, -84.408)",40
"(33.739, -84.409)",5
"(33.739, -84.411)",5
"(33.739, -84.412)",1
"(33.739, -84.413)",5
"(33.739, -84.414)",51
"(33.739, -84.418)",27
"(33.739, -84.419)",21
"(33.739, -84.42)",23
"(33.739, -84.422)",1
"(33.739, -84.423)",22
"(33.739, -84.424)",53
"(33.739, -84.425)",10
"(33.739, -84.426)",121
"(33.739, -84.427)",19
"(33.739, -84.428)",9
"(33.739, -84.429)",11
"(33.739, -84.43)",60
"(33.739, -84.431)",23
"(33.739, -84.432)",50
"(33.739, -84.433)",4
"(33.739, -84.434)",107
"(33.739, -84.435)",48
"(33.739, -84.436)",18
"(33.739, -84.437)",30
"(33.739, -84.438)",6
"(33.739, -84.439)",8
"(33.739, -84.44)",17
"(33.739, -84.441)",12
"(33.739, -84.442)",19
"(33.739, -84.443)",20
"(33.739, -84.444)",12
"(33.739, -84.445)",11
"(33.739, -84.446)",20
"(33.739, -84.447)",16
"(33.739, -84.448)",14
"(33.739, -84.449)",5
"(33.739, -84.45)",4
"(33.739, -84.451)",6
"(33.739, -84.452)",7
"(33.739, -84.453)",7
"(33.739, -84.454)",3
"(33.739, -84.455)",5
"(33.739, -84.456)",1
"(33.739, -84.475)",2
"(33.739, -84.477)",1
"(33.739, -84.479)",2
"(33.739, -84.482)",1
"(33.739, -84.484)",1
"(33.739, -84.488)",2
"(33.739, -84.489)",16
"(33.739, -84.49)",4
"(33.739, -84.491)",2
"(33.739, -84.492)",1
"(33.739, -84.493)",2
"(33.739, -84.494)",1
"(33.739, -84.496)",4
"(33.739, -84.497)",1
"(33.739, -84.498)",2
"(33.739, -84.499)",7
"(33.739, -84.502)",6
"(33.739, -84.503)",4
"(33.739, -84.505)",1
"(33.739, -84.507)",3
"(33.739, -84.508)",1
"(33.739, -84.51)",8
"(33.739, -84.516)",5
"(33.739, -84.518)",2
"(33.739, -84.519)",5
"(33.739, -84.52)",2
"(33.74, -84.291)",24
"(33.74, -84.292)",8
"(33.74, -84.293)",16
"(33.74, -84.294)",3
"(33.74, -84.295)",13
"(33.74, -84.298)",5
"(33.74, -84.299)",1
"(33.74, -84.3)",5
"(33.74, -84.303)",1
"(33.74, -84.305)",2
"(33.74, -84.306)",9
"(33.74, -84.307)",2
"(33.74, -84.308)",3
"(33.74, -84.309)",60
"(33.74, -84.31)",14
"(33.74, -84.311)",53
"(33.74, -84.312)",7
"(33.74, -84.313)",17
"(33.74, -84.314)",15
"(33.74, -84.315)",21
"(33.74, -84.316)",10
"(33.74, -84.317)",5
"(33.74, -84.318)",11
"(33.74, -84.319)",7
"(33.74, -84.32)",10
"(33.74, -84.329)",2
"(33.74, -84.33)",7
"(33.74, -84.331)",4
"(33.74, -84.332)",5
"(33.74, -84.333)",5
"(33.74, -84.334)",13
"(33.74, -84.335)",12
"(33.74, -84.336)",12
"(33.74, -84.337)",17
"(33.74, -84.338)",16
"(33.74, -84.339)",11
"(33.74, -84.34)",5
"(33.74, -84.341)",12
"(33.74, -84.342)",10
"(33.74, -84.343)",15
"(33.74, -84.344)",47
"(33.74, -84.345)",112
"(33.74, -84.346)",92
"(33.74, -84.347)",130
"(33.74, -84.348)",29
"(33.74, -84.349)",21
"(33.74, -84.35)",23
"(33.74, -84.351)",13
"(33.74, -84.352)",6
"(33.74, -84.353)",8
"(33.74, -84.354)",15
"(33.74, -84.355)",9
"(33.74, -84.356)",11
"(33.74, -84.357)",42
"(33.74, -84.358)",44
"(33.74, -84.359)",100
"(33.74, -84.36)",17
"(33.74, -84.361)",5
"(33.74, -84.362)",125
"(33.74, -84.364)",37
"(33.74, -84.365)",15
"(33.74, -84.366)",6
"(33.74, -84.367)",6
"(33.74, -84.368)",14
"(33.74, -84.369)",16
"(33.74, -84.37)",36
"(33.74, -84.372)",37
"(33.74, -84.374)",17
"(33.74, -84.375)",14
"(33.74, -84.376)",5
"(33.74, -84.377)",8
"(33.74, -84.378)",7
"(33.74, -84.379)",27
"(33.74, -84.381)",8
"(33.74, -84.382)",37
"(33.74, -84.383)",29
"(33.74, -84.384)",44
"(33.74, -84.385)",17
"(33.74, -84.386)",15
"(33.74, -84.393)",41
"(33.74, -84.394)",21
"(33.74, -84.395)",24
"(33.74, -84.396)",13
"(33.74, -84.397)",2
"(33.74, -84.398)",56
"(33.74, -84.4)",1
"(33.74, -84.402)",40
"(33.74, -84.403)",62
"(33.74, -84.405)",153
"(33.74, -84.406)",162
"(33.74, -84.407)",71
"(33.74, -84.408)",117
"(33.74, -84.41)",17
"(33.74, -84.411)",3
"(33.74, -84.412)",6
"(33.74, -84.413)",9
"(33.74, -84.414)",140
"(33.74, -84.418)",334
"(33.74, -84.419)",14
"(33.74, -84.42)",34
"(33.74, -84.421)",8
"(33.74, -84.423)",18
"(33.74, -84.424)",12
"(33.74, -84.425)",15
"(33.74, -84.426)",12
"(33.74, -84.427)",28
"(33.74, -84.428)",5
"(33.74, -84.429)",7
"(33.74, -84.43)",9
"(33.74, -84.431)",22
"(33.74, -84.432)",4
"(33.74, -84.433)",18
"(33.74, -84.434)",6
"(33.74, -84.435)",13
"(33.74, -84.436)",8
"(33.74, -84.437)",15
"(33.74, -84.438)",26
"(33.74, -84.439)",24
"(33.74, -84.44)",9
"(33.74, -84.441)",13
"(33.74, -84.442)",7
"(33.74, -84.443)",5
"(33.74, -84.444)",5
"(33.74, -84.445)",17
"(33.74, -84.446)",4
"(33.74, -84.476)",2
"(33.74, -84.479)",2
"(33.74, -84.49)",20
"(33.74, -84.492)",1
"(33.74, -84.493)",1
"(33.74, -84.494)",2
"(33.74, -84.495)",3
"(33.74, -84.496)",2
"(33.74, -84.497)",3
"(33.74, -84.507)",14
"(33.74, -84.508)",17
"(33.74, -84.51)",46
"(33.74, -84.511)",2
"(33.74, -84.514)",3
"(33.74, -84.516)",1
"(33.74, -84.517)",3
"(33.74, -84.518)",3
"(33.74, -84.519)",6
"(33.74, -84.52)",7
"(33.74, -84.526)",1
"(33.741, -84.29)",9
"(33.741, -84.291)",6
"(33.741, -84.292)",8
"(33.741, -84.293)",18
"(33.741, -84.294)",1
"(33.741, -84.295)",6
"(33.741, -84.31)",1
"(33.741, -84.311)",23
"(33.741, -84.312)",37
"(33.741, -84.313)",78
"(33.741, -84.314)",22
"(33.741, -84.315)",28
"(33.741, -84.316)",29
"(33.741, -84.332)",13
"(33.741, -84.333)",3
"(33.741, -84.334)",3
"(33.741, -84.335)",8
"(33.741, -84.336)",11
"(33.741, -84.337)",5
"(33.741, -84.338)",9
"(33.741, -84.339)",4
"(33.741, -84.34)",11
"(33.741, -84.341)",3
"(33.741, -84.342)",5
"(33.741, -84.343)",2
"(33.741, -84.344)",3
"(33.741, -84.345)",3
"(33.741, -84.346)",180
"(33.741, -84.347)",74
"(33.741, -84.348)",21
"(33.741, -84.349)",10
"(33.741, -84.35)",42
"(33.741, -84.351)",5
"(33.741, -84.352)",6
"(33.741, -84.353)",1
"(33.741, -84.354)",9
"(33.741, -84.355)",8
"(33.741, -84.356)",6
"(33.741, -84.357)",23
"(33.741, -84.358)",25
"(33.741, -84.359)",69
"(33.741, -84.361)",2
"(33.741, -84.362)",11
"(33.741, -84.363)",31
"(33.741, -84.364)",3
"(33.741, -84.365)",13
"(33.741, -84.366)",10
"(33.741, -84.367)",3
"(33.741, -84.368)",132
"(33.741, -84.369)",22
"(33.741, -84.37)",6
"(33.741, -84.374)",6
"(33.741, -84.375)",16
"(33.741, -84.376)",5
"(33.741, -84.377)",14
"(33.741, -84.378)",5
"(33.741, -84.379)",10
"(33.741, -84.38)",17
"(33.741, -84.381)",21
"(33.741, -84.382)",19
"(33.741, -84.383)",21
"(33.741, -84.384)",20
"(33.741, -84.385)",29
"(33.741, -84.386)",25
"(33.741, -84.388)",1
"(33.741, -84.392)",1
"(33.741, -84.393)",9
"(33.741, -84.394)",133
"(33.741, -84.395)",19
"(33.741, -84.396)",15
"(33.741, -84.397)",144
"(33.741, -84.398)",35
"(33.741, -84.399)",6
"(33.741, -84.4)",32
"(33.741, -84.401)",3
"(33.741, -84.402)",30
"(33.741, -84.403)",71
"(33.741, -84.404)",267
"(33.741, -84.405)",2
"(33.741, -84.406)",1
"(33.741, -84.408)",2
"(33.741, -84.411)",5
"(33.741, -84.412)",10
"(33.741, -84.413)",19
"(33.741, -84.414)",39
"(33.741, -84.415)",26
"(33.741, -84.416)",102
"(33.741, -84.417)",926
"(33.741, -84.418)",119
"(33.741, -84.42)",28
"(33.741, -84.421)",48
"(33.741, -84.422)",19
"(33.741, -84.423)",27
"(33.741, -84.424)",13
"(33.741, -84.425)",13
"(33.741, -84.426)",30
"(33.741, -84.427)",45
"(33.741, -84.428)",9
"(33.741, -84.429)",20
"(33.741, -84.43)",27
"(33.741, -84.431)",18
"(33.741, -84.432)",16
"(33.741, -84.433)",19
"(33.741, -84.434)",1
"(33.741, -84.435)",15
"(33.741, -84.436)",18
"(33.741, -84.437)",17
"(33.741, -84.438)",16
"(33.741, -84.439)",13
"(33.741, -84.44)",29
"(33.741, -84.441)",17
"(33.741, -84.442)",10
"(33.741, -84.443)",4
"(33.741, -84.444)",16
"(33.741, -84.445)",6
"(33.741, -84.446)",11
"(33.741, -84.473)",1
"(33.741, -84.474)",2
"(33.741, -84.475)",3
"(33.741, -84.476)",6
"(33.741, -84.477)",8
"(33.741, -84.479)",1
"(33.741, -84.48)",3
"(33.741, -84.481)",3
"(33.741, -84.482)",1
"(33.741, -84.483)",4
"(33.741, -84.484)",1
"(33.741, -84.485)",2
"(33.741, -84.488)",2
"(33.741, -84.49)",3
"(33.741, -84.492)",1
"(33.741, -84.493)",5
"(33.741, -84.494)",1
"(33.741, -84.497)",8
"(33.741, -84.498)",2
"(33.741, -84.503)",2
"(33.741, -84.505)",3
"(33.741, -84.506)",20
"(33.741, -84.507)",24
"(33.741, -84.508)",1
"(33.741, -84.509)",4
"(33.741, -84.51)",98
"(33.741, -84.512)",8
"(33.741, -84.517)",7
"(33.741, -84.519)",3
"(33.741, -84.52)",10
"(33.741, -84.521)",2
"(33.741, -84.522)",5
"(33.741, -84.525)",1
"(33.741, -84.526)",8
"(33.741, -84.527)",4
"(33.741, -84.528)",1
"(33.742, -84.29)",1
"(33.742, -84.291)",11
"(33.742, -84.292)",8
"(33.742, -84.293)",16
"(33.742, -84.295)",6
"(33.742, -84.311)",14
"(33.742, -84.312)",11
"(33.742, -84.313)",19
"(33.742, -84.314)",4
"(33.742, -84.315)",14
"(33.742, -84.332)",11
"(33.742, -84.335)",17
"(33.742, -84.336)",13
"(33.742, -84.337)",2
"(33.742, -84.338)",5
"(33.742, -84.34)",12
"(33.742, -84.341)",4
"(33.742, -84.342)",8
"(33.742, -84.343)",6
"(33.742, -84.344)",4
"(33.742, -84.345)",6
"(33.742, -84.346)",8
"(33.742, -84.347)",36
"(33.742, -84.348)",8
"(33.742, -84.349)",22
"(33.742, -84.35)",30
"(33.742, -84.351)",15
"(33.742, -84.352)",11
"(33.742, -84.353)",13
"(33.742, -84.354)",5
"(33.742, -84.355)",13
"(33.742, -84.356)",6
"(33.742, -84.357)",4
"(33.742, -84.358)",13
"(33.742, -84.359)",5
"(33.742, -84.36)",57
"(33.742, -84.363)",8
"(33.742, -84.364)",1
"(33.742, -84.365)",12
"(33.742, -84.366)",4
"(33.742, -84.367)",10
"(33.742, -84.368)",59
"(33.742, -84.369)",8
"(33.742, -84.37)",7
"(33.742, -84.371)",9
"(33.742, -84.372)",6
"(33.742, -84.373)",19
"(33.742, -84.374)",22
"(33.742, -84.375)",11
"(33.742, -84.376)",13
"(33.742, -84.377)",10
"(33.742, -84.378)",8
"(33.742, -84.379)",8
"(33.742, -84.38)",8
"(33.742, -84.381)",11
"(33.742, -84.382)",5
"(33.742, -84.383)",15
"(33.742, -84.384)",16
"(33.742, -84.385)",5
"(33.742, -84.386)",4
"(33.742, -84.387)",98
"(33.742, -84.388)",51
"(33.742, -84.389)",6
"(33.742, -84.391)",2
"(33.742, -84.392)",8
"(33.742, -84.393)",2
"(33.742, -84.394)",3
"(33.742, -84.395)",6
"(33.742, -84.396)",32
"(33.742, -84.397)",26
"(33.742, -84.398)",75
"(33.742, -84.399)",4
"(33.742, -84.4)",22
"(33.742, -84.401)",13
"(33.742, -84.402)",25
"(33.742, -84.403)",125
"(33.742, -84.407)",4
"(33.742, -84.408)",76
"(33.742, -84.409)",9
"(33.742, -84.41)",16
"(33.742, -84.411)",2
"(33.742, -84.412)",1
"(33.742, -84.413)",6
"(33.742, -84.414)",37
"(33.742, -84.415)",3
"(33.742, -84.416)",1
"(33.742, -84.417)",1
"(33.742, -84.418)",37
"(33.742, -84.419)",8
"(33.742, -84.42)",3
"(33.742, -84.422)",1
"(33.742, -84.423)",28
"(33.742, -84.424)",3
"(33.742, -84.425)",13
"(33.742, -84.426)",27
"(33.742, -84.427)",54
"(33.742, -84.428)",6
"(33.742, -84.429)",21
"(33.742, -84.43)",11
"(33.742, -84.431)",14
"(33.742, -84.432)",18
"(33.742, -84.433)",4
"(33.742, -84.434)",2
"(33.742, -84.435)",14
"(33.742, -84.436)",8
"(33.742, -84.437)",24
"(33.742, -84.438)",14
"(33.742, -84.439)",8
"(33.742, -84.44)",15
"(33.742, -84.441)",4
"(33.742, -84.442)",2
"(33.742, -84.443)",8
"(33.742, -84.444)",8
"(33.742, -84.445)",13
"(33.742, -84.446)",3
"(33.742, -84.471)",1
"(33.742, -84.475)",2
"(33.742, -84.479)",1
"(33.742, -84.48)",2
"(33.742, -84.482)",7
"(33.742, -84.483)",6
"(33.742, -84.484)",3
"(33.742, -84.488)",2
"(33.742, -84.491)",3
"(33.742, -84.492)",1
"(33.742, -84.494)",5
"(33.742, -84.496)",1
"(33.742, -84.502)",9
"(33.742, -84.503)",4
"(33.742, -84.504)",4
"(33.742, -84.505)",19
"(33.742, -84.506)",41
"(33.742, -84.507)",3
"(33.742, -84.508)",3
"(33.742, -84.509)",10
"(33.742, -84.51)",11
"(33.742, -84.511)",2
"(33.742, -84.516)",4
"(33.742, -84.517)",1
"(33.742, -84.518)",2
"(33.742, -84.52)",1
"(33.742, -84.521)",8
"(33.742, -84.522)",1
"(33.742, -84.523)",3
"(33.742, -84.524)",7
"(33.742, -84.525)",3
"(33.742, -84.526)",4
"(33.742, -84.527)",9
"(33.743, -84.29)",10
"(33.743, -84.291)",10
"(33.743, -84.292)",10
"(33.743, -84.293)",6
"(33.743, -84.294)",5
"(33.743, -84.295)",6
"(33.743, -84.302)",1
"(33.743, -84.313)",27
"(33.743, -84.314)",16
"(33.743, -84.315)",10
"(33.743, -84.316)",19
"(33.743, -84.332)",2
"(33.743, -84.333)",2
"(33.743, -84.334)",2
"(33.743, -84.335)",11
"(33.743, -84.336)",3
"(33.743, -84.337)",8
"(33.743, -84.338)",15
"(33.743, -84.339)",10
"(33.743, -84.34)",11
"(33.743, -84.342)",9
"(33.743, -84.343)",8
"(33.743, -84.344)",4
"(33.743, -84.345)",3
"(33.743, -84.346)",13
"(33.743, -84.347)",6
"(33.743, -84.348)",24
"(33.743, -84.349)",77
"(33.743, -84.35)",30
"(33.743, -84.351)",6
"(33.743, -84.352)",4
"(33.743, -84.353)",5
"(33.743, -84.354)",9
"(33.743, -84.355)",6
"(33.743, -84.356)",18
"(33.743, -84.357)",4
"(33.743, -84.358)",5
"(33.743, -84.364)",13
"(33.743, -84.366)",5
"(33.743, -84.367)",4
"(33.743, -84.368)",30
"(33.743, -84.37)",9
"(33.743, -84.371)",11
"(33.743, -84.372)",7
"(33.743, -84.373)",9
"(33.743, -84.374)",7
"(33.743, -84.375)",1
"(33.743, -84.376)",8
"(33.743, -84.377)",10
"(33.743, -84.378)",6
"(33.743, -84.379)",4
"(33.743, -84.382)",6
"(33.743, -84.384)",6
"(33.743, -84.385)",5
"(33.743, -84.388)",4
"(33.743, -84.392)",1
"(33.743, -84.393)",4
"(33.743, -84.394)",2
"(33.743, -84.395)",1
"(33.743, -84.396)",8
"(33.743, -84.397)",16
"(33.743, -84.398)",11
"(33.743, -84.399)",15
"(33.743, -84.4)",26
"(33.743, -84.401)",53
"(33.743, -84.402)",2
"(33.743, -84.403)",119
"(33.743, -84.404)",21
"(33.743, -84.405)",8
"(33.743, -84.406)",108
"(33.743, -84.407)",6
"(33.743, -84.408)",65
"(33.743, -84.409)",4
"(33.743, -84.41)",2
"(33.743, -84.413)",1
"(33.743, -84.414)",13
"(33.743, -84.417)",4
"(33.743, -84.418)",56
"(33.743, -84.419)",4
"(33.743, -84.42)",70
"(33.743, -84.421)",2
"(33.743, -84.422)",36
"(33.743, -84.423)",4
"(33.743, -84.424)",1
"(33.743, -84.425)",24
"(33.743, -84.426)",18
"(33.743, -84.427)",29
"(33.743, -84.428)",4
"(33.743, -84.429)",29
"(33.743, -84.43)",17
"(33.743, -84.431)",17
"(33.743, -84.432)",12
"(33.743, -84.433)",3
"(33.743, -84.435)",44
"(33.743, -84.436)",10
"(33.743, -84.437)",19
"(33.743, -84.438)",56
"(33.743, -84.439)",19
"(33.743, -84.44)",13
"(33.743, -84.441)",19
"(33.743, -84.442)",28
"(33.743, -84.443)",15
"(33.743, -84.444)",6
"(33.743, -84.445)",6
"(33.743, -84.446)",9
"(33.743, -84.469)",1
"(33.743, -84.47)",1
"(33.743, -84.471)",5
"(33.743, -84.472)",1
"(33.743, -84.473)",1
"(33.743, -84.474)",2
"(33.743, -84.475)",2
"(33.743, -84.476)",5
"(33.743, -84.477)",3
"(33.743, -84.479)",2
"(33.743, -84.48)",1
"(33.743, -84.481)",4
"(33.743, -84.482)",2
"(33.743, -84.483)",3
"(33.743, -84.484)",6
"(33.743, -84.485)",1
"(33.743, -84.486)",1
"(33.743, -84.488)",3
"(33.743, -84.489)",2
"(33.743, -84.49)",1
"(33.743, -84.491)",2
"(33.743, -84.492)",1
"(33.743, -84.497)",1
"(33.743, -84.499)",4
"(33.743, -84.503)",13
"(33.743, -84.504)",13
"(33.743, -84.505)",36
"(33.743, -84.506)",11
"(33.743, -84.508)",1
"(33.743, -84.509)",11
"(33.743, -84.51)",308
"(33.743, -84.511)",20
"(33.743, -84.512)",14
"(33.743, -84.513)",19
"(33.743, -84.514)",3
"(33.743, -84.516)",4
"(33.743, -84.517)",2
"(33.743, -84.518)",5
"(33.743, -84.519)",6
"(33.743, -84.521)",3
"(33.743, -84.523)",1
"(33.743, -84.524)",7
"(33.743, -84.525)",2
"(33.743, -84.526)",4
"(33.743, -84.527)",11
"(33.743, -84.528)",6
"(33.744, -84.291)",16
"(33.744, -84.292)",10
"(33.744, -84.293)",6
"(33.744, -84.294)",2
"(33.744, -84.295)",9
"(33.744, -84.311)",1
"(33.744, -84.312)",30
"(33.744, -84.313)",18
"(33.744, -84.314)",12
"(33.744, -84.315)",18
"(33.744, -84.316)",6
"(33.744, -84.334)",4
"(33.744, -84.335)",8
"(33.744, -84.336)",10
"(33.744, -84.337)",7
"(33.744, -84.338)",12
"(33.744, -84.339)",7
"(33.744, -84.34)",9
"(33.744, -84.341)",10
"(33.744, -84.342)",9
"(33.744, -84.343)",9
"(33.744, -84.344)",7
"(33.744, -84.345)",13
"(33.744, -84.346)",7
"(33.744, -84.347)",9
"(33.744, -84.348)",18
"(33.744, -84.349)",31
"(33.744, -84.35)",23
"(33.744, -84.351)",15
"(33.744, -84.352)",3
"(33.744, -84.354)",226
"(33.744, -84.358)",5
"(33.744, -84.36)",1
"(33.744, -84.362)",1
